Values,Timestamp
96,26-06-2024 10:16
96,26-06-2024 10:16
96,26-06-2024 10:16
96,26-06-2024 10:16
96,26-06-2024 10:17
96,26-06-2024 10:17
96,26-06-2024 10:17
96,26-06-2024 10:17
96,26-06-2024 10:17
96,26-06-2024 10:18
96,26-06-2024 10:18
96,26-06-2024 10:18
96,26-06-2024 10:19
96,26-06-2024 10:19
96,26-06-2024 10:19
96,26-06-2024 10:19
96,26-06-2024 10:20
96,26-06-2024 10:20
96,26-06-2024 10:20
96,26-06-2024 10:20
96,26-06-2024 10:21
96,26-06-2024 10:21
96,26-06-2024 10:21
96,26-06-2024 10:21
96,26-06-2024 10:22
96,26-06-2024 10:22
96,26-06-2024 10:22
96,26-06-2024 10:22
96,26-06-2024 10:22
96,26-06-2024 10:23
96,26-06-2024 10:23
96,26-06-2024 10:23
96,26-06-2024 10:24
96,26-06-2024 10:24
96,26-06-2024 10:24
96,26-06-2024 10:24
96,26-06-2024 10:25
96,26-06-2024 10:25
96,26-06-2024 10:25
96,26-06-2024 10:25
96,26-06-2024 10:25
96,26-06-2024 10:26
96,26-06-2024 10:26
96,26-06-2024 10:26
96,26-06-2024 10:27
96,26-06-2024 10:27
96,26-06-2024 10:27
96,26-06-2024 10:27
96,26-06-2024 10:28
96,26-06-2024 10:28
96,26-06-2024 10:28
96,26-06-2024 10:29
96,26-06-2024 10:29
96,26-06-2024 10:29
96,26-06-2024 10:30
96,26-06-2024 10:30
96,26-06-2024 10:30
96,26-06-2024 10:30
96,26-06-2024 10:31
96,26-06-2024 10:31
96,26-06-2024 10:31
96,26-06-2024 10:32
96,26-06-2024 10:32
96,26-06-2024 10:32
96,26-06-2024 10:32
96,26-06-2024 10:33
96,26-06-2024 10:33
95,26-06-2024 10:33
95,26-06-2024 10:33
95,26-06-2024 10:33
95,26-06-2024 10:34
95,26-06-2024 10:34
95,26-06-2024 10:34
95,26-06-2024 10:35
95,26-06-2024 10:35
95,26-06-2024 10:35
95,26-06-2024 10:35
95,26-06-2024 10:36
95,26-06-2024 10:36
95,26-06-2024 10:36
95,26-06-2024 10:36
95,26-06-2024 10:36
95,26-06-2024 10:37
95,26-06-2024 10:37
95,26-06-2024 10:37
95,26-06-2024 10:38
95,26-06-2024 10:38
95,26-06-2024 10:38
95,26-06-2024 10:39
95,26-06-2024 10:39
95,26-06-2024 10:39
95,26-06-2024 10:39
95,26-06-2024 10:40
95,26-06-2024 10:40
95,26-06-2024 10:40
95,26-06-2024 10:40
95,26-06-2024 10:41
95,26-06-2024 10:41
94,26-06-2024 10:41
94,26-06-2024 10:41
94,26-06-2024 10:41
94,26-06-2024 10:42
94,26-06-2024 10:42
94,26-06-2024 10:42
94,26-06-2024 10:43
94,26-06-2024 10:43
94,26-06-2024 10:43
94,26-06-2024 10:43
94,26-06-2024 10:44
94,26-06-2024 10:44
94,26-06-2024 10:44
94,26-06-2024 10:44
94,26-06-2024 10:44
94,26-06-2024 10:45
94,26-06-2024 10:45
94,26-06-2024 10:45
94,26-06-2024 10:46
94,26-06-2024 10:46
94,26-06-2024 10:46
94,26-06-2024 10:46
94,26-06-2024 10:47
94,26-06-2024 10:47
94,26-06-2024 10:47
94,26-06-2024 10:47
94,26-06-2024 10:47
94,26-06-2024 10:48
94,26-06-2024 10:48
94,26-06-2024 10:48
94,26-06-2024 10:49
94,26-06-2024 10:49
94,26-06-2024 10:49
94,26-06-2024 10:49
94,26-06-2024 10:50
94,26-06-2024 10:50
94,26-06-2024 10:50
94,26-06-2024 10:50
94,26-06-2024 10:50
94,26-06-2024 10:51
94,26-06-2024 10:51
94,26-06-2024 10:51
94,26-06-2024 10:52
94,26-06-2024 10:52
94,26-06-2024 10:52
94,26-06-2024 10:52
94,26-06-2024 10:53
94,26-06-2024 10:53
94,26-06-2024 10:53
94,26-06-2024 10:53
93,26-06-2024 10:54
93,26-06-2024 10:54
93,26-06-2024 10:54
93,26-06-2024 10:54
93,26-06-2024 10:55
93,26-06-2024 10:55
93,26-06-2024 10:55
93,26-06-2024 10:55
93,26-06-2024 10:56
93,26-06-2024 10:56
93,26-06-2024 10:56
93,26-06-2024 10:56
93,26-06-2024 10:57
93,26-06-2024 10:57
93,26-06-2024 10:57
93,26-06-2024 10:57
93,26-06-2024 10:58
93,26-06-2024 10:58
92,26-06-2024 10:58
93,26-06-2024 10:58
93,26-06-2024 10:59
92,26-06-2024 10:59
92,26-06-2024 10:59
92,26-06-2024 11:00
92,26-06-2024 11:00
92,26-06-2024 11:00
92,26-06-2024 11:00
92,26-06-2024 11:01
92,26-06-2024 11:01
92,26-06-2024 11:01
92,26-06-2024 11:01
92,26-06-2024 11:01
92,26-06-2024 11:02
92,26-06-2024 11:02
92,26-06-2024 11:02
92,26-06-2024 11:03
92,26-06-2024 11:03
92,26-06-2024 11:03
92,26-06-2024 11:03
91,26-06-2024 11:04
91,26-06-2024 11:04
91,26-06-2024 11:04
91,26-06-2024 11:04
91,26-06-2024 11:04
91,26-06-2024 11:05
91,26-06-2024 11:05
91,26-06-2024 11:05
91,26-06-2024 11:06
91,26-06-2024 11:06
91,26-06-2024 11:06
91,26-06-2024 11:06
91,26-06-2024 11:07
91,26-06-2024 11:07
91,26-06-2024 11:07
91,26-06-2024 11:07
91,26-06-2024 11:08
91,26-06-2024 11:08
90,26-06-2024 11:08
90,26-06-2024 11:08
90,26-06-2024 11:09
90,26-06-2024 11:09
90,26-06-2024 11:09
90,26-06-2024 11:09
90,26-06-2024 11:10
90,26-06-2024 11:10
90,26-06-2024 11:10
90,26-06-2024 11:10
90,26-06-2024 11:11
90,26-06-2024 11:11
90,26-06-2024 11:11
90,26-06-2024 11:12
90,26-06-2024 11:12
90,26-06-2024 11:12
90,26-06-2024 11:12
90,26-06-2024 11:12
90,26-06-2024 11:13
90,26-06-2024 11:13
90,26-06-2024 11:13
90,26-06-2024 11:14
90,26-06-2024 11:14
90,26-06-2024 11:14
90,26-06-2024 11:14
90,26-06-2024 11:15
90,26-06-2024 11:15
90,26-06-2024 11:15
90,26-06-2024 11:15
90,26-06-2024 11:16
90,26-06-2024 11:16
90,26-06-2024 11:16
90,26-06-2024 11:16
90,26-06-2024 11:17
90,26-06-2024 11:17
90,26-06-2024 11:17
90,26-06-2024 11:17
90,26-06-2024 11:18
90,26-06-2024 11:18
90,26-06-2024 11:18
90,26-06-2024 11:18
90,26-06-2024 11:19
90,26-06-2024 11:19
90,26-06-2024 11:19
90,26-06-2024 11:19
90,26-06-2024 11:20
90,26-06-2024 11:20
90,26-06-2024 11:20
90,26-06-2024 11:20
90,26-06-2024 11:21
90,26-06-2024 11:21
90,26-06-2024 11:21
90,26-06-2024 11:21
90,26-06-2024 11:22
90,26-06-2024 11:22
90,26-06-2024 11:22
90,26-06-2024 11:22
90,26-06-2024 11:23
90,26-06-2024 11:23
89,26-06-2024 11:23
89,26-06-2024 11:23
89,26-06-2024 11:24
89,26-06-2024 11:24
89,26-06-2024 11:24
89,26-06-2024 11:25
89,26-06-2024 11:25
89,26-06-2024 11:25
89,26-06-2024 11:25
89,26-06-2024 11:26
89,26-06-2024 11:26
89,26-06-2024 11:26
89,26-06-2024 11:26
89,26-06-2024 11:27
89,26-06-2024 11:27
89,26-06-2024 11:27
89,26-06-2024 11:28
89,26-06-2024 11:28
89,26-06-2024 11:28
89,26-06-2024 11:28
89,26-06-2024 11:29
89,26-06-2024 11:29
89,26-06-2024 11:29
89,26-06-2024 11:29
89,26-06-2024 11:30
89,26-06-2024 11:30
89,26-06-2024 11:30
88,26-06-2024 11:30
88,26-06-2024 11:31
88,26-06-2024 11:31
88,26-06-2024 11:31
88,26-06-2024 11:31
88,26-06-2024 11:32
88,26-06-2024 11:32
88,26-06-2024 11:32
88,26-06-2024 11:32
88,26-06-2024 11:33
88,26-06-2024 11:33
88,26-06-2024 11:33
88,26-06-2024 11:33
88,26-06-2024 11:34
87,26-06-2024 11:34
87,26-06-2024 11:34
87,26-06-2024 11:34
87,26-06-2024 11:35
87,26-06-2024 11:35
87,26-06-2024 11:35
87,26-06-2024 11:36
87,26-06-2024 11:36
87,26-06-2024 11:36
86,26-06-2024 11:37
86,26-06-2024 11:37
86,26-06-2024 11:37
86,26-06-2024 11:37
86,26-06-2024 11:38
86,26-06-2024 11:38
86,26-06-2024 11:38
86,26-06-2024 11:38
86,26-06-2024 11:39
86,26-06-2024 11:39
86,26-06-2024 11:39
85,26-06-2024 11:39
85,26-06-2024 11:40
85,26-06-2024 11:40
85,26-06-2024 11:40
85,26-06-2024 11:40
85,26-06-2024 11:41
85,26-06-2024 11:41
85,26-06-2024 11:41
84,26-06-2024 11:41
84,26-06-2024 11:42
84,26-06-2024 11:42
84,26-06-2024 11:42
84,26-06-2024 11:42
84,26-06-2024 11:43
84,26-06-2024 11:43
84,26-06-2024 11:44
84,26-06-2024 11:44
84,26-06-2024 11:44
84,26-06-2024 11:44
84,26-06-2024 11:45
84,26-06-2024 11:45
84,26-06-2024 11:45
84,26-06-2024 11:45
84,26-06-2024 11:45
84,26-06-2024 11:46
84,26-06-2024 11:46
84,26-06-2024 11:46
84,26-06-2024 11:47
84,26-06-2024 11:47
83,26-06-2024 11:47
83,26-06-2024 11:47
83,26-06-2024 11:48
83,26-06-2024 11:48
83,26-06-2024 11:48
83,26-06-2024 11:48
83,26-06-2024 11:49
83,26-06-2024 11:49
82,26-06-2024 11:49
83,26-06-2024 11:49
82,26-06-2024 11:50
82,26-06-2024 11:50
82,26-06-2024 11:50
82,26-06-2024 11:50
82,26-06-2024 11:51
82,26-06-2024 11:51
82,26-06-2024 11:51
82,26-06-2024 11:51
82,26-06-2024 11:52
82,26-06-2024 11:52
82,26-06-2024 11:52
82,26-06-2024 11:52
82,26-06-2024 11:53
82,26-06-2024 11:53
82,26-06-2024 11:53
82,26-06-2024 11:53
81,26-06-2024 11:54
81,26-06-2024 11:54
81,26-06-2024 11:54
81,26-06-2024 11:54
81,26-06-2024 11:55
81,26-06-2024 11:55
81,26-06-2024 11:55
81,26-06-2024 11:55
81,26-06-2024 11:56
80,26-06-2024 11:56
80,26-06-2024 11:56
80,26-06-2024 11:56
80,26-06-2024 11:57
80,26-06-2024 11:57
80,26-06-2024 11:57
80,26-06-2024 11:57
80,26-06-2024 11:58
80,26-06-2024 11:58
80,26-06-2024 11:58
80,26-06-2024 11:58
80,26-06-2024 11:59
80,26-06-2024 11:59
79,26-06-2024 11:59
79,26-06-2024 11:59
79,26-06-2024 12:00
79,26-06-2024 12:00
79,26-06-2024 12:00
79,26-06-2024 12:00
78,26-06-2024 12:01
79,26-06-2024 12:01
78,26-06-2024 12:01
78,26-06-2024 12:01
78,26-06-2024 12:02
78,26-06-2024 12:02
78,26-06-2024 12:02
78,26-06-2024 12:02
78,26-06-2024 12:03
78,26-06-2024 12:03
78,26-06-2024 12:03
78,26-06-2024 12:03
78,26-06-2024 12:04
78,26-06-2024 12:04
78,26-06-2024 12:04
78,26-06-2024 12:04
77,26-06-2024 12:05
77,26-06-2024 12:05
77,26-06-2024 12:05
77,26-06-2024 12:05
77,26-06-2024 12:06
77,26-06-2024 12:06
77,26-06-2024 12:06
77,26-06-2024 12:07
77,26-06-2024 12:07
77,26-06-2024 12:07
77,26-06-2024 12:07
75,26-06-2024 12:12
75,26-06-2024 12:12
75,26-06-2024 12:12
75,26-06-2024 12:13
75,26-06-2024 12:13
75,26-06-2024 12:13
74,26-06-2024 12:13
74,26-06-2024 12:14
74,26-06-2024 12:14
74,26-06-2024 12:14
74,26-06-2024 12:14
74,26-06-2024 12:15
74,26-06-2024 12:15
74,26-06-2024 12:15
74,26-06-2024 12:15
74,26-06-2024 12:16
74,26-06-2024 12:16
74,26-06-2024 12:16
73,26-06-2024 12:17
73,26-06-2024 12:17
73,26-06-2024 12:18
73,26-06-2024 12:18
73,26-06-2024 12:18
73,26-06-2024 12:18
73,26-06-2024 12:18
73,26-06-2024 12:19
73,26-06-2024 12:19
73,26-06-2024 12:19
72,26-06-2024 12:20
72,26-06-2024 12:20
72,26-06-2024 12:20
72,26-06-2024 12:20
72,26-06-2024 12:21
72,26-06-2024 12:21
72,26-06-2024 12:21
72,26-06-2024 12:21
72,26-06-2024 12:22
72,26-06-2024 12:22
72,26-06-2024 12:22
72,26-06-2024 12:22
72,26-06-2024 12:23
71,26-06-2024 12:23
71,26-06-2024 12:23
71,26-06-2024 12:23
71,26-06-2024 12:24
71,26-06-2024 12:24
71,26-06-2024 12:24
71,26-06-2024 12:24
71,26-06-2024 12:25
71,26-06-2024 12:25
70,26-06-2024 12:25
70,26-06-2024 12:25
70,26-06-2024 12:26
70,26-06-2024 12:26
70,26-06-2024 12:26
70,26-06-2024 12:26
70,26-06-2024 12:27
70,26-06-2024 12:27
70,26-06-2024 12:27
70,26-06-2024 12:28
70,26-06-2024 12:28
69,26-06-2024 12:28
69,26-06-2024 12:28
69,26-06-2024 12:29
69,26-06-2024 12:29
69,26-06-2024 12:29
69,26-06-2024 12:29
69,26-06-2024 12:30
69,26-06-2024 12:30
69,26-06-2024 12:30
69,26-06-2024 12:30
69,26-06-2024 12:31
69,26-06-2024 12:31
68,26-06-2024 12:31
68,26-06-2024 12:31
68,26-06-2024 12:32
68,26-06-2024 12:32
68,26-06-2024 12:32
68,26-06-2024 12:32
68,26-06-2024 12:33
68,26-06-2024 12:33
68,26-06-2024 12:33
68,26-06-2024 12:33
68,26-06-2024 12:34
67,26-06-2024 12:34
67,26-06-2024 12:34
67,26-06-2024 12:34
67,26-06-2024 12:35
67,26-06-2024 12:35
67,26-06-2024 12:35
67,26-06-2024 12:36
67,26-06-2024 12:36
67,26-06-2024 12:36
67,26-06-2024 12:36
67,26-06-2024 12:36
67,26-06-2024 12:37
67,26-06-2024 12:37
67,26-06-2024 12:37
66,26-06-2024 12:37
66,26-06-2024 12:38
66,26-06-2024 12:38
66,26-06-2024 12:38
66,26-06-2024 12:38
66,26-06-2024 12:39
66,26-06-2024 12:39
66,26-06-2024 12:39
66,26-06-2024 12:39
66,26-06-2024 12:40
66,26-06-2024 12:40
66,26-06-2024 12:40
66,26-06-2024 12:40
66,26-06-2024 12:41
66,26-06-2024 12:41
66,26-06-2024 12:41
65,26-06-2024 12:41
65,26-06-2024 12:42
65,26-06-2024 12:42
65,26-06-2024 12:42
65,26-06-2024 12:42
65,26-06-2024 12:43
65,26-06-2024 12:43
65,26-06-2024 12:43
65,26-06-2024 12:44
65,26-06-2024 12:44
65,26-06-2024 12:44
65,26-06-2024 12:44
65,26-06-2024 12:44
65,26-06-2024 12:45
65,26-06-2024 12:45
65,26-06-2024 12:45
65,26-06-2024 12:45
64,26-06-2024 12:46
64,26-06-2024 12:46
64,26-06-2024 12:46
64,26-06-2024 12:47
64,26-06-2024 12:47
64,26-06-2024 12:47
64,26-06-2024 12:47
64,26-06-2024 12:47
64,26-06-2024 12:48
64,26-06-2024 12:48
64,26-06-2024 12:48
64,26-06-2024 12:48
64,26-06-2024 12:49
64,26-06-2024 12:49
64,26-06-2024 12:49
63,26-06-2024 12:50
63,26-06-2024 12:50
63,26-06-2024 12:50
63,26-06-2024 12:50
63,26-06-2024 12:50
63,26-06-2024 12:51
63,26-06-2024 12:51
62,26-06-2024 12:51
62,26-06-2024 12:51
62,26-06-2024 12:52
62,26-06-2024 12:52
62,26-06-2024 12:52
62,26-06-2024 12:52
62,26-06-2024 12:53
62,26-06-2024 12:53
62,26-06-2024 12:53
62,26-06-2024 12:53
62,26-06-2024 12:54
62,26-06-2024 12:54
61,26-06-2024 12:54
61,26-06-2024 12:55
61,26-06-2024 12:55
61,26-06-2024 12:55
62,26-06-2024 12:55
61,26-06-2024 12:56
61,26-06-2024 12:56
61,26-06-2024 12:56
61,26-06-2024 12:56
61,26-06-2024 12:57
61,26-06-2024 12:57
61,26-06-2024 12:57
61,26-06-2024 12:58
61,26-06-2024 12:58
61,26-06-2024 12:58
61,26-06-2024 12:58
61,26-06-2024 12:58
61,26-06-2024 12:59
61,26-06-2024 12:59
61,26-06-2024 12:59
61,26-06-2024 12:59
61,26-06-2024 13:00
60,26-06-2024 13:00
60,26-06-2024 13:00
60,26-06-2024 13:01
60,26-06-2024 13:01
60,26-06-2024 13:01
60,26-06-2024 13:01
60,26-06-2024 13:01
60,26-06-2024 13:02
60,26-06-2024 13:02
60,26-06-2024 13:02
60,26-06-2024 13:02
60,26-06-2024 13:03
60,26-06-2024 13:03
60,26-06-2024 13:03
59,26-06-2024 13:04
59,26-06-2024 13:04
59,26-06-2024 13:04
59,26-06-2024 13:04
59,26-06-2024 13:04
59,26-06-2024 13:05
59,26-06-2024 13:05
59,26-06-2024 13:05
58,26-06-2024 13:05
58,26-06-2024 13:06
58,26-06-2024 13:06
59,26-06-2024 13:06
59,26-06-2024 13:07
59,26-06-2024 13:07
59,26-06-2024 13:07
59,26-06-2024 13:07
58,26-06-2024 13:07
58,26-06-2024 13:08
58,26-06-2024 13:08
58,26-06-2024 13:08
58,26-06-2024 13:09
58,26-06-2024 13:09
58,26-06-2024 13:09
58,26-06-2024 13:09
58,26-06-2024 13:09
58,26-06-2024 13:10
58,26-06-2024 13:10
58,26-06-2024 13:10
58,26-06-2024 13:10
58,26-06-2024 13:11
58,26-06-2024 13:11
58,26-06-2024 13:11
57,26-06-2024 13:12
57,26-06-2024 13:12
57,26-06-2024 13:12
57,26-06-2024 13:12
57,26-06-2024 13:12
57,26-06-2024 13:13
57,26-06-2024 13:13
57,26-06-2024 13:13
56,26-06-2024 13:13
56,26-06-2024 13:14
56,26-06-2024 13:14
56,26-06-2024 13:14
56,26-06-2024 13:15
56,26-06-2024 13:15
56,26-06-2024 13:15
56,26-06-2024 13:15
56,26-06-2024 13:15
56,26-06-2024 13:16
56,26-06-2024 13:16
56,26-06-2024 13:16
56,26-06-2024 13:17
56,26-06-2024 13:17
55,26-06-2024 13:17
55,26-06-2024 13:17
55,26-06-2024 13:18
55,26-06-2024 13:18
55,26-06-2024 13:18
55,26-06-2024 13:18
55,26-06-2024 13:18
55,26-06-2024 13:19
55,26-06-2024 13:19
54,26-06-2024 13:19
54,26-06-2024 13:20
54,26-06-2024 13:20
54,26-06-2024 13:20
54,26-06-2024 13:20
54,26-06-2024 13:21
54,26-06-2024 13:21
54,26-06-2024 13:21
54,26-06-2024 13:21
54,26-06-2024 13:21
54,26-06-2024 13:22
54,26-06-2024 13:22
54,26-06-2024 13:22
54,26-06-2024 13:23
54,26-06-2024 13:23
54,26-06-2024 13:23
54,26-06-2024 13:23
54,26-06-2024 13:23
54,26-06-2024 13:24
53,26-06-2024 13:24
53,26-06-2024 13:24
53,26-06-2024 13:24
53,26-06-2024 13:25
53,26-06-2024 13:25
53,26-06-2024 13:25
53,26-06-2024 13:26
53,26-06-2024 13:26
53,26-06-2024 13:26
53,26-06-2024 13:26
53,26-06-2024 13:26
52,26-06-2024 13:27
52,26-06-2024 13:27
52,26-06-2024 13:27
52,26-06-2024 13:28
52,26-06-2024 13:28
52,26-06-2024 13:28
52,26-06-2024 13:28
52,26-06-2024 13:29
52,26-06-2024 13:29
52,26-06-2024 13:29
52,26-06-2024 13:29
52,26-06-2024 13:30
52,26-06-2024 13:30
52,26-06-2024 13:30
52,26-06-2024 13:31
52,26-06-2024 13:31
52,26-06-2024 13:31
52,26-06-2024 13:31
52,26-06-2024 13:32
52,26-06-2024 13:32
52,26-06-2024 13:32
52,26-06-2024 13:32
52,26-06-2024 13:32
52,26-06-2024 13:33
52,26-06-2024 13:33
52,26-06-2024 13:33
52,26-06-2024 13:34
52,26-06-2024 13:34
52,26-06-2024 13:34
52,26-06-2024 13:34
52,26-06-2024 13:34
52,26-06-2024 13:35
51,26-06-2024 13:35
51,26-06-2024 13:35
51,26-06-2024 13:36
51,26-06-2024 13:36
51,26-06-2024 13:36
51,26-06-2024 13:36
51,26-06-2024 13:37
50,26-06-2024 13:37
50,26-06-2024 13:37
50,26-06-2024 13:37
50,26-06-2024 13:37
50,26-06-2024 13:38
50,26-06-2024 13:38
50,26-06-2024 13:38
50,26-06-2024 13:39
50,26-06-2024 13:39
50,26-06-2024 13:39
50,26-06-2024 13:40
50,26-06-2024 13:40
49,26-06-2024 13:40
49,26-06-2024 13:40
49,26-06-2024 13:41
49,26-06-2024 13:41
49,26-06-2024 13:41
49,26-06-2024 13:42
49,26-06-2024 13:42
49,26-06-2024 13:42
48,26-06-2024 13:42
48,26-06-2024 13:42
48,26-06-2024 13:43
48,26-06-2024 13:43
48,26-06-2024 13:43
48,26-06-2024 13:43
48,26-06-2024 13:44
48,26-06-2024 13:44
48,26-06-2024 13:44
48,26-06-2024 13:45
48,26-06-2024 13:45
48,26-06-2024 13:45
48,26-06-2024 13:45
48,26-06-2024 13:46
47,26-06-2024 13:46
47,26-06-2024 13:46
47,26-06-2024 13:46
47,26-06-2024 13:47
47,26-06-2024 13:47
47,26-06-2024 13:47
47,26-06-2024 13:48
46,26-06-2024 13:48
46,26-06-2024 13:48
46,26-06-2024 13:48
46,26-06-2024 13:48
46,26-06-2024 13:49
46,26-06-2024 13:49
46,26-06-2024 13:49
46,26-06-2024 13:49
46,26-06-2024 13:50
46,26-06-2024 13:50
46,26-06-2024 13:51
45,26-06-2024 13:51
45,26-06-2024 13:51
45,26-06-2024 13:51
45,26-06-2024 13:52
45,26-06-2024 13:52
45,26-06-2024 13:52
45,26-06-2024 13:53
45,26-06-2024 13:53
45,26-06-2024 13:53
45,26-06-2024 13:53
44,26-06-2024 13:54
44,26-06-2024 13:54
44,26-06-2024 13:54
44,26-06-2024 13:54
44,26-06-2024 13:54
44,26-06-2024 13:55
44,26-06-2024 13:55
44,26-06-2024 13:55
44,26-06-2024 13:56
44,26-06-2024 13:56
44,26-06-2024 13:56
44,26-06-2024 13:56
44,26-06-2024 13:57
43,26-06-2024 13:57
43,26-06-2024 13:57
43,26-06-2024 13:57
43,26-06-2024 13:58
43,26-06-2024 13:58
43,26-06-2024 13:58
43,26-06-2024 13:59
42,26-06-2024 13:59
42,26-06-2024 13:59
42,26-06-2024 14:00
42,26-06-2024 14:00
42,26-06-2024 14:00
42,26-06-2024 14:01
42,26-06-2024 14:01
42,26-06-2024 14:01
42,26-06-2024 14:01
42,26-06-2024 14:02
42,26-06-2024 14:02
42,26-06-2024 14:02
42,26-06-2024 14:02
42,26-06-2024 14:02
42,26-06-2024 14:03
42,26-06-2024 14:03
42,26-06-2024 14:03
42,26-06-2024 14:04
42,26-06-2024 14:04
41,26-06-2024 14:04
41,26-06-2024 14:04
41,26-06-2024 14:05
41,26-06-2024 14:05
41,26-06-2024 14:05
41,26-06-2024 14:05
41,26-06-2024 14:05
90,26-06-2024 15:22
90,26-06-2024 15:23
90,26-06-2024 15:23
90,26-06-2024 15:23
90,26-06-2024 15:23
